연번,시도명,시군구명,소재지지번주소,횡단보도관리번호,횡단보도종류,고원식횡단보도유무,경도,위도,보행등유무,음향신호기설치여부,보행자작동신호기유무,데이터기준일자
24388,서울특별시,성동구,성동구 성수동2가 289-30도,06-0000031174,일단(화살표없음),N,37.54413727,127.0578214,N,N,N,2026-03-20
24389,서울특별시,성동구,성동구 성수동2가 289-30도,06-0000031175,일단(화살표없음),N,37.54492047,127.0552763,N,N,N,2026-03-20
24390,서울특별시,성동구,성동구 성수동2가 289-32도,06-0000010116,일단(화살표없음),N,37.54802352,127.05537,N,N,N,2026-03-20
24391,서울특별시,성동구,성동구 성수동2가 289-32도,06-0000015657,일단(화살표없음),Y,37.54735255,127.0550367,N,N,N,2026-03-20
24392,서울특별시,성동구,성동구 성수동2가 289-32도,06-0000022649,일단(화살표없음),N,37.54831062,127.0512964,N,N,N,2026-03-20
24393,서울특별시,성동구,성동구 성수동2가 289-32도,06-0000011793,일단(화살표없음),N,37.54567725,127.0543947,N,N,N,2026-03-20
24394,서울특별시,성동구,성동구 성수동2가 289-32도,06-0000011794,일단(화살표없음),N,37.54727788,127.0551364,N,N,N,2026-03-20
24395,서울특별시,성동구,성동구 성수동2가 289-32도,06-0000019416,일단(화살표없음),N,37.54854351,127.0557468,N,N,N,2026-03-20
24396,서울특별시,성동구,성동구 성수동2가 289-32도,06-0000020812,일단(화살표없음),N,37.54648321,127.0573655,N,N,N,2026-03-20
24397,서울특별시,성동구,성동구 성수동2가 289-32도,06-0000020813,이단(화살표있음),N,37.54663744,127.0564678,N,N,N,2026-03-20
24398,서울특별시,성동구,성동구 성수동2가 289-32도,06-0000020817,일단(화살표없음),N,37.54711595,127.0554785,N,N,N,2026-03-20
24399,서울특별시,성동구,성동구 성수동2가 289-32도,06-0000020816,일단(화살표없음),N,37.54704945,127.0555042,N,N,N,2026-03-20
24400,서울특별시,성동구,성동구 성수동2가 289-32도,06-0000020814,일단(화살표없음),N,37.54661009,127.0564167,N,N,N,2026-03-20
24401,서울특별시,성동구,성동구 성수동2가 289-36구,06-0000011764,이단(화살표있음),N,37.54617185,127.0505786,Y,Y,N,2026-03-20
24402,서울특별시,성동구,성동구 성수동2가 289-36구,06-0000011170,이단(화살표있음),N,37.54365822,127.0589248,Y,Y,N,2026-03-20
24403,서울특별시,성동구,성동구 성수동2가 289-36구,06-0000011766,이단(화살표있음),N,37.54566851,127.0522469,Y,N,N,2026-03-20
24404,서울특별시,성동구,성동구 성수동2가 289-36구,06-0000040174,이단(화살표있음),N,37.54220714,127.0637586,Y,Y,N,2026-03-20
24405,서울특별시,성동구,성동구 성수동2가 289-36구,06-0000047165,이단(화살표있음),N,37.5441138,127.057417,Y,Y,N,2026-03-20
24406,서울특별시,성동구,성동구 성수동2가 289-36구,06-0000040152,이단(화살표있음),N,37.54284023,127.0616452,Y,Y,N,2026-03-20
24407,서울특별시,성동구,성동구 성수동2가 300-81도,06-0000053307,이단(화살표있음),N,37.54600753,127.0517261,N,N,N,2026-03-20
24408,서울특별시,성동구,성동구 성수동2가 309-140도,06-0000025461,이단(화살표있음),N,37.54008603,127.0554234,Y,N,N,2026-03-20
24409,서울특별시,성동구,성동구 성수동2가 309-140도,06-0000052666,이단(화살표있음),N,37.54084784,127.0557373,N,N,N,2026-03-20
24410,서울특별시,성동구,성동구 성수동2가 309-140도,06-0000025460,일단(화살표없음),N,37.53998435,127.0554682,N,N,N,2026-03-20
24411,서울특별시,성동구,성동구 성수동2가 314-12 대,06-0000046953,일단(화살표없음),N,37.54364461,127.0542183,N,N,N,2026-03-20
24412,서울특별시,성동구,성동구 성수동2가 314-13 장,06-0000046954,일단(화살표없음),Y,37.5439946,127.0531085,N,N,N,2026-03-20
24413,서울특별시,성동구,성동구 성수동2가 314-13 장,06-0000046955,일단(화살표없음),Y,37.54370032,127.054073,N,N,N,2026-03-20
24414,서울특별시,성동구,성동구 성수동2가 314-20도,06-0000054037,일단(화살표없음),N,37.54349338,127.0545637,N,N,N,2026-03-20
24415,서울특별시,성동구,성동구 성수동2가 314-20도,06-0000054038,일단(화살표없음),N,37.5434217,127.0545877,N,N,N,2026-03-20
24416,서울특별시,성동구,성동구 성수동2가 314-20도,06-0000054039,일단(화살표없음),N,37.54352771,127.0546352,N,N,N,2026-03-20
24417,서울특별시,성동구,성동구 성수동2가 314-20도,06-0000054033,일단(화살표없음),N,37.54415814,127.05493,N,N,N,2026-03-20
24418,서울특별시,성동구,성동구 성수동2가 314-20도,06-0000054040,일단(화살표없음),N,37.54346422,127.0546591,N,N,N,2026-03-20
24419,서울특별시,성동구,성동구 성수동2가 314-20도,06-0000054031,일단(화살표없음),N,37.54419299,127.0550063,N,N,N,2026-03-20
24420,서울특별시,성동구,성동구 성수동2가 314-20도,06-0000054034,일단(화살표없음),N,37.54423288,127.0548926,N,N,N,2026-03-20
24421,서울특별시,성동구,성동구 성수동2가 314-20도,06-0000054035,일단(화살표없음),N,37.54438027,127.0542216,N,N,N,2026-03-20
24422,서울특별시,성동구,성동구 성수동2가 314-20도,06-0000054041,일단(화살표없음),N,37.5442715,127.0549833,N,N,N,2026-03-20
24423,서울특별시,성동구,성동구 성수동2가 330-1대,06-0000052664,일단(화살표없음),N,37.5396847,127.0553481,N,N,N,2026-03-20
24424,서울특별시,성동구,성동구 성수동2가 330-3도,06-0000029403,일단(화살표없음),N,37.53942513,127.0552459,N,N,N,2026-03-20
24425,서울특별시,성동구,성동구 성수동2가 331-176도,06-0000011402,이단(화살표있음),N,37.53810317,127.0576195,Y,Y,N,2026-03-20
24426,서울특별시,성동구,성동구 성수동2가 331-178도,06-0000052665,일단(화살표없음),N,37.53960691,127.0551298,N,N,N,2026-03-20
24427,서울특별시,성동구,성동구 성수동2가 331-178도,06-0000011411,일단(화살표없음),N,37.53949589,127.0550834,N,N,N,2026-03-20
24428,서울특별시,성동구,성동구 성수동2가 331-178도,06-0000044749,이단(화살표있음),N,37.53953521,127.0551983,N,N,N,2026-03-20
24429,서울특별시,성동구,성동구 성수동2가 331-199도,06-0000011408,일단(화살표없음),N,37.53881165,127.0552126,Y,Y,N,2026-03-20
24430,서울특별시,성동구,성동구 성수동2가 331-199도,06-0000043352,일단(화살표없음),N,37.53864652,127.0552265,N,N,N,2026-03-20
24431,서울특별시,성동구,성동구 성수동2가 331-244도,06-0000031156,일단(화살표없음),N,37.53861886,127.0559756,N,N,N,2026-03-20
24432,서울특별시,성동구,성동구 성수동2가 331-97 도,06-0000030837,일단(화살표없음),N,37.53836796,127.0563284,N,N,N,2026-03-20
24433,서울특별시,성동구,성동구 성수동2가 331-97 도,06-0000011403,이단(화살표있음),N,37.53851543,127.0560625,Y,Y,N,2026-03-20
24434,서울특별시,성동구,성동구 성수동2가 333-115도,06-0000031148,일단(화살표없음),N,37.53914921,127.0533085,N,N,N,2026-03-20
24435,서울특별시,성동구,성동구 성수동2가 333-140 장,06-0000035408,일단(화살표없음),N,37.54124186,127.0536057,N,N,N,2026-03-20
24436,서울특별시,성동구,성동구 성수동2가 333-16대,06-0000029396,일단(화살표없음),N,37.53972419,127.0520749,N,N,N,2026-03-20
24437,서울특별시,성동구,성동구 성수동2가 333-6도,06-0000032001,일단(화살표없음),-,37.54216806,127.0511829,N,N,N,2026-03-20
24438,서울특별시,성동구,성동구 성수동2가 334-12 도,06-0000041533,일단(화살표없음),N,37.54139186,127.0508994,N,N,N,2026-03-20
24439,서울특별시,성동구,성동구 성수동2가 334-13도,06-0000032003,일단(화살표없음),N,37.54190073,127.051009,N,N,N,2026-03-20
24440,서울특별시,성동구,성동구 성수동2가 334-13도,06-0000044595,일단(화살표있음),N,37.54084613,127.0507158,N,N,N,2026-03-20
24441,서울특별시,성동구,성동구 성수동2가 335-166도,06-0000010184,일단(화살표없음),N,37.53758744,127.0543567,N,N,N,2026-03-20
24442,서울특별시,성동구,성동구 성수동2가 339-140대,06-0000011409,이단(화살표있음),N,37.53869284,127.0548472,Y,Y,N,2026-03-20
24443,서울특별시,성동구,성동구 성수동2가 339-142도,06-0000015638,이단(화살표있음),N,37.53891511,127.0549412,Y,Y,N,2026-03-20
24444,서울특별시,성동구,성동구 성수동2가 339-142도,06-0000036015,대각선횡단보도,N,37.53881043,127.0549,Y,Y,N,2026-03-20
24445,서울특별시,성동구,성동구 성수동2가 339-142도,06-0000011407,이단(화살표있음),N,37.53885341,127.0547315,Y,Y,N,2026-03-20
24446,서울특별시,성동구,성동구 성수동2가 339-142도,06-0000036014,이단(화살표있음),N,37.53877315,127.0550511,Y,Y,N,2026-03-20
24447,서울특별시,성동구,성동구 성수동2가 527 도,06-0000031158,일단(화살표없음),N,37.53701877,127.0542099,N,N,N,2026-03-20
24448,서울특별시,성동구,성동구 성수동2가 527 도,06-0000010190,이단(화살표있음),N,37.53651021,127.053904,N,N,N,2026-03-20
24449,서울특별시,성동구,성동구 성수동2가 532-9대,06-0000010182,일단(화살표없음),N,37.53744822,127.0542949,N,N,N,2026-03-20
24450,서울특별시,성동구,성동구 성수동2가 566-9도,06-0000010187,일단(화살표없음),N,37.53719125,127.0554731,N,N,N,2026-03-20
24451,서울특별시,성동구,성동구 성수동2가 567-1 도,06-0000010188,이단(화살표있음),N,37.5370858,127.0555191,N,N,N,2026-03-20
24452,서울특별시,성동구,성동구 성수동2가 572-5 도,06-0000010191,일단(화살표없음),N,37.53659838,127.0575169,N,N,N,2026-03-20
24453,서울특별시,성동구,성동구 성수동2가 771-6대,06-0000031160,일단(화살표없음),N,37.53561348,127.0534389,N,N,N,2026-03-20
24454,서울특별시,성동구,성동구 성수동2가 816-4 도,06-0000010186,일단(화살표없음),N,37.53728458,127.0553095,N,N,N,2026-03-20
24455,서울특별시,성동구,성동구 성수동2가 816-4 도,06-0000010185,이단(화살표있음),N,37.53726745,127.0551408,N,N,N,2026-03-20
24456,서울특별시,성동구,성동구 성수동2가 816-4 도,06-0000010183,일단(화살표없음),N,37.53749663,127.0544128,N,N,N,2026-03-20
24457,서울특별시,성동구,성동구 성수동2가 816-4 도,06-0000010181,일단(화살표없음),N,37.53753049,127.0542338,N,N,N,2026-03-20
24458,서울특별시,성동구,성동구 성수동2가 816-4 도,06-0000010177,일단(화살표없음),N,37.53770251,127.0533703,N,N,N,2026-03-20
24459,서울특별시,성동구,성동구 성수동2가 816-4 도,06-0000003219,일단(화살표없음),N,37.53784068,127.0523631,N,N,N,2026-03-20
24460,서울특별시,성동구,성동구 성수동2가 816-4 도,06-0000055810,일단(화살표없음),N,37.53965239,127.054946,N,N,N,2026-03-20
24461,서울특별시,성동구,성동구 성수동2가 816-4 도,06-0000031163,일단(화살표없음),N,37.53600164,127.0537924,N,N,N,2026-03-20
24462,서울특별시,성동구,성동구 성수동2가 816-4 도,06-0000031162,일단(화살표없음),N,37.53584073,127.0535349,N,N,N,2026-03-20
24463,서울특별시,성동구,성동구 성수동2가 816-4 도,06-0000031161,일단(화살표없음),N,37.53567144,127.0536557,N,N,N,2026-03-20
24464,서울특별시,성동구,성동구 성수동2가 816-4 도,06-0000031159,일단(화살표없음),N,37.53661816,127.0540458,N,N,N,2026-03-20
24465,서울특별시,성동구,성동구 성수동2가 816-4 도,06-0000031165,일단(화살표없음),N,37.5363016,127.0539166,N,N,N,2026-03-20
24466,서울특별시,성동구,성동구 성수동2가 816-4 도,06-0000031164,일단(화살표없음),N,37.53622403,127.0536949,N,N,N,2026-03-20
24467,서울특별시,성동구,성동구 성수동2가 816-4 도,06-0000011406,이단(화살표있음),N,37.53915113,127.0536308,Y,N,N,2026-03-20
24468,서울특별시,성동구,성동구 성수동2가 816-4 도,06-0000010396,일단(화살표없음),N,37.53641327,127.0592612,N,N,N,2026-03-20
24469,서울특별시,성동구,성동구 성수동2가 816-4 도,06-0000011405,일단(화살표없음),N,37.53920337,127.053757,N,N,N,2026-03-20
24470,서울특별시,성동구,성동구 성수동2가 816-4 도,06-0000031157,일단(화살표없음),N,37.5391286,127.0551269,N,N,N,2026-03-20
24471,서울특별시,성동구,성동구 성수동2가 816-4 도,06-0000010189,일단(화살표없음),N,37.53705843,127.0554028,N,N,N,2026-03-20
24472,서울특별시,성동구,성동구 성수동2가 834 대,06-0000020815,일단(화살표없음),N,37.54712401,127.0555524,N,N,N,2026-03-20
24473,서울특별시,성동구,성동구 성수동2가 843 대,06-0000032006,일단(화살표없음),N,37.54191365,127.0519333,N,N,N,2026-03-20
24474,서울특별시,성동구,성동구 성수동2가 843 대,06-0000035409,일단(화살표없음),N,37.54106453,127.0533819,N,N,N,2026-03-20
24475,서울특별시,성동구,성동구 성수동2가 845 도,06-0000032007,일단(화살표없음),N,37.5420605,127.0519574,N,N,N,2026-03-20
24476,서울특별시,성동구,성동구 성수동2가 845 도,06-0000029402,일단(화살표있음),N,37.54050073,127.0528109,N,N,N,2026-03-20
24477,서울특별시,성동구,성동구 성수동2가 845 도,06-0000032002,이단(화살표있음),N,37.54198697,127.051196,N,N,N,2026-03-20
24478,서울특별시,성동구,성동구 성수동2가 845 도,06-0000032005,이단(화살표있음),N,37.54198217,127.0526918,N,N,N,2026-03-20
24479,서울특별시,성동구,성동구 성수동2가 845 도,06-0000002935,일단(화살표없음),N,37.53973831,127.0518266,N,N,N,2026-03-20
24480,서울특별시,성동구,성동구 송정동 1-113도,06-0000034481,일단(화살표없음),N,37.55332699,127.070203,N,N,N,2026-03-20
24481,서울특별시,성동구,성동구 송정동 1-144 도,06-0000023456,일단(화살표없음),N,37.55212313,127.0690812,N,N,N,2026-03-20
24482,서울특별시,성동구,성동구 송정동 20-5도,06-0000015605,일단(화살표없음),N,37.55172107,127.0692823,N,N,N,2026-03-20
24483,서울특별시,성동구,성동구 송정동 3도,06-0000029527,일단(화살표없음),N,37.55209294,127.0694782,N,N,N,2026-03-20
24484,서울특별시,성동구,성동구 송정동 3도,06-0000012049,일단(화살표없음),N,37.5529989,127.0700036,N,N,N,2026-03-20
24485,서울특별시,성동구,성동구 송정동 70-65도,06-0000011683,일단(화살표없음),N,37.54890458,127.0676813,N,N,N,2026-03-20
24486,서울특별시,성동구,성동구 송정동 73-476도,06-0000029528,일단(화살표없음),N,37.55207423,127.0685269,N,N,N,2026-03-20
24487,서울특별시,성동구,성동구 송정동 73-988도,06-0000049993,일단(화살표없음),N,37.55076324,127.0687239,N,N,N,2026-03-20
24488,서울특별시,성동구,성동구 송정동 80-1도,06-0000019753,이단(화살표있음),N,37.54805847,127.062538,Y,N,N,2026-03-20
24489,서울특별시,성동구,성동구 송정동 80-1도,06-0000051874,이단(화살표있음),N,37.54808698,127.0639653,Y,Y,N,2026-03-20
24490,서울특별시,성동구,성동구 송정동 80-1도,06-0000039868,일단(화살표없음),N,37.54820163,127.0638465,N,N,N,2026-03-20
24491,서울특별시,성동구,성동구 송정동 80-1도,06-0000010117,이단(화살표있음),N,37.54948153,127.0559957,Y,Y,N,2026-03-20
24492,서울특별시,성동구,성동구 송정동 80-1도,06-0000019750,이단(화살표있음),N,37.55004684,127.0546292,Y,Y,N,2026-03-20
24493,서울특별시,성동구,성동구 송정동 80-1도,06-0000046253,이단(화살표있음),N,37.54829561,127.0602929,Y,Y,N,2026-03-20
24494,서울특별시,성동구,성동구 송정동 80-1도,06-0000055821,일단(화살표없음),N,37.54842238,127.0601875,N,N,N,2026-03-20
24495,서울특별시,성동구,성동구 송정동 80-1도,06-0000019752,이단(화살표있음),N,37.54866218,127.0585168,Y,Y,N,2026-03-20
24496,서울특별시,성동구,성동구 송정동 80-1도,06-0000011687,일단(화살표없음),N,37.54825574,127.0655061,N,N,N,2026-03-20
24497,서울특별시,성동구,성동구 송정동 92-26도,06-0000012055,일단(화살표없음),N,37.55497549,127.0711319,N,N,N,2026-03-20
24498,서울특별시,성동구,성동구 송정동 99-51도,06-0000013936,일단(화살표없음),N,37.55923324,127.0735094,Y,Y,N,2026-03-20
24499,서울특별시,성동구,성동구 송정동 99-52도,06-0000013935,일단(화살표없음),N,37.5594275,127.0730532,N,N,N,2026-03-20
24500,서울특별시,성동구,성동구 옥수동 168-1 철,06-0000039383,이단(화살표있음),N,37.54146532,127.0195699,Y,N,N,2026-03-20
24501,서울특별시,성동구,성동구 옥수동 196-4도,06-0000011865,이단(화살표있음),N,37.54113181,127.0160053,Y,Y,N,2026-03-20
24502,서울특별시,성동구,성동구 옥수동 204-6구,06-0000011863,이단(화살표있음),N,37.54077433,127.0133278,Y,Y,N,2026-03-20
24503,서울특별시,성동구,성동구 옥수동 204-7 도,06-0000010590,일단(화살표있음),N,37.54107537,127.0112585,Y,Y,N,2026-03-20
24504,서울특별시,성동구,성동구 옥수동 204-7 도,06-0000010592,일단(화살표없음),N,37.54082924,127.012917,N,N,N,2026-03-20
24505,서울특별시,성동구,성동구 옥수동 207-4도,06-0000011864,이단(화살표있음),N,37.54072875,127.0145833,Y,N,N,2026-03-20
24506,서울특별시,성동구,성동구 옥수동 207-4도,06-0000036516,일단(화살표없음),N,37.54069596,127.0133939,N,N,N,2026-03-20
24507,서울특별시,성동구,성동구 옥수동 220-4대,06-0000027573,일단(화살표없음),N,37.53991934,127.0116245,N,N,N,2026-03-20
24508,서울특별시,성동구,성동구 옥수동 233-17도,06-0000023728,일단(화살표없음),Y,37.5414027,127.0165102,N,N,N,2026-03-20
24509,서울특별시,성동구,성동구 옥수동 244-13 도,06-0000010594,이단(화살표있음),N,37.54262104,127.0123531,Y,N,N,2026-03-20
24510,서울특별시,성동구,성동구 옥수동 244-14도,06-0000010593,일단(화살표없음),N,37.54276335,127.0123566,N,N,N,2026-03-20
24511,서울특별시,성동구,성동구 옥수동 285-84도,06-0000011658,이단(화살표있음),N,37.54341324,127.0138406,Y,Y,N,2026-03-20
24512,서울특별시,성동구,성동구 옥수동 285-84도,06-0000011657,일단(화살표없음),N,37.54372855,127.0150888,N,N,N,2026-03-20
24513,서울특별시,성동구,성동구 옥수동 330-17 도,06-0000011664,이단(화살표있음),N,37.54518587,127.0171315,Y,Y,N,2026-03-20
24514,서울특별시,성동구,성동구 옥수동 330-2도,06-0000011661,일단(화살표없음),N,37.54449844,127.0163203,N,N,N,2026-03-20
24515,서울특별시,성동구,성동구 옥수동 332-1도,06-0000011662,일단(화살표없음),N,37.54491718,127.0169859,Y,Y,N,2026-03-20
24516,서울특별시,성동구,성동구 옥수동 360-4도,06-0000033935,일단(화살표없음),N,37.54256644,127.0167979,N,N,N,2026-03-20
24517,서울특별시,성동구,성동구 옥수동 366-1 도,06-0000023729,일단(화살표없음),Y,37.54149015,127.0170941,N,N,N,2026-03-20
24518,서울특별시,성동구,성동구 옥수동 367-13도,06-0000023684,일단(화살표있음),N,37.54126814,127.0173462,N,N,N,2026-03-20
24519,서울특별시,성동구,성동구 옥수동 367-4도,06-0000011867,이단(화살표있음),N,37.54132945,127.0171246,Y,Y,N,2026-03-20
24520,서울특별시,성동구,성동구 옥수동 377-15도,06-0000036154,일단(화살표없음),N,37.54185723,127.0175087,N,N,N,2026-03-20
24521,서울특별시,성동구,성동구 옥수동 401-1도,06-0000036155,일단(화살표없음),Y,37.54166701,127.0175071,N,N,N,2026-03-20
24522,서울특별시,성동구,성동구 옥수동 401-1도,06-0000033934,일단(화살표없음),N,37.54265749,127.0171483,N,N,N,2026-03-20
24523,서울특별시,성동구,성동구 옥수동 401-1도,06-0000011861,일단(화살표없음),Y,37.54161265,127.0171193,N,N,N,2026-03-20
24524,서울특별시,성동구,성동구 옥수동 418도,06-0000011663,일단(화살표없음),N,37.54500222,127.0171456,N,N,N,2026-03-20
24525,서울특별시,성동구,성동구 옥수동 428-6 공,06-0000055394,일단(화살표없음),N,37.54804738,127.0108433,N,N,N,2026-03-20
24526,서울특별시,성동구,성동구 옥수동 428-6 공,06-0000055395,일단(화살표없음),N,37.54802402,127.0106373,N,N,N,2026-03-20
24527,서울특별시,성동구,성동구 옥수동 445-7구,06-0000027571,일단(화살표없음),N,37.54164968,127.0111363,Y,Y,N,2026-03-20
24528,서울특별시,성동구,성동구 옥수동 447-2도,06-0000010591,이단(화살표있음),N,37.54122993,127.0111157,Y,Y,N,2026-03-20
24529,서울특별시,성동구,성동구 옥수동 450-2도,06-0000010589,이단(화살표있음),N,37.54053034,127.011235,Y,Y,N,2026-03-20
24530,서울특별시,성동구,성동구 옥수동 528 대,06-0000044722,일단(화살표없음),N,37.54705947,127.0149413,N,N,N,2026-03-20
24531,서울특별시,성동구,성동구 옥수동 528 대,06-0000044733,일단(화살표없음),N,37.54855807,127.0128443,N,N,N,2026-03-20
24532,서울특별시,성동구,성동구 옥수동 528 대,06-0000044731,일단(화살표없음),N,37.5474173,127.0127885,Y,Y,N,2026-03-20
24533,서울특별시,성동구,성동구 옥수동 528-1 대,06-0000044726,일단(화살표없음),N,37.54591918,127.0125548,N,N,N,2026-03-20
24534,서울특별시,성동구,성동구 옥수동 528-1 대,06-0000044724,일단(화살표없음),N,37.54640127,127.0132224,N,N,N,2026-03-20
24535,서울특별시,성동구,성동구 옥수동 528-8 도,06-0000041425,이단(화살표있음),N,37.54667719,127.0136317,Y,Y,N,2026-03-20
24536,서울특별시,성동구,성동구 옥수동 528-8 도,06-0000044732,이단(화살표있음),N,37.54737592,127.0125756,Y,Y,N,2026-03-20
24537,서울특별시,성동구,성동구 옥수동 528-8 도,06-0000044729,이단(화살표있음),N,37.54725557,127.0127427,Y,Y,N,2026-03-20
24538,서울특별시,성동구,성동구 옥수동 528-8 도,06-0000009877,이단(화살표있음),N,37.54925911,127.0125682,Y,Y,N,2026-03-20
24539,서울특별시,성동구,성동구 옥수동 528-8 도,06-0000044730,일단(화살표없음),N,37.54721851,127.0125545,Y,Y,N,2026-03-20
24540,서울특별시,성동구,성동구 옥수동 528-8 도,06-0000044734,이단(화살표있음),N,37.54864017,127.0127248,Y,Y,N,2026-03-20
24541,서울특별시,성동구,성동구 옥수동 528-9 도,06-0000011667,일단(화살표없음),N,37.5463415,127.0131585,N,N,N,2026-03-20
24542,서울특별시,성동구,성동구 옥수동 528-9 도,06-0000044728,일단(화살표없음),N,37.54617339,127.0109436,N,N,N,2026-03-20
24543,서울특별시,성동구,성동구 옥수동 544-1 도,06-0000009876,일단(화살표없음),N,37.5493668,127.0126404,Y,Y,N,2026-03-20
24544,서울특별시,성동구,성동구 옥수동 560-3 도,06-0000036153,일단(화살표없음),N,37.541893,127.0184797,N,N,N,2026-03-20
24545,서울특별시,성동구,성동구 옥수동 561 대,06-0000040574,일단(화살표없음),N,37.54609777,127.0141949,Y,Y,N,2026-03-20
24546,서울특별시,성동구,성동구 옥수동 561-3 도,06-0000044725,일단(화살표없음),N,37.54652664,127.0136018,Y,Y,N,2026-03-20
24547,서울특별시,성동구,성동구 옥수동 561-3 도,06-0000044727,일단(화살표없음),N,37.54582595,127.0125671,N,N,N,2026-03-20
24548,서울특별시,성동구,성동구 옥수동 561-4 도,06-0000040585,이단(화살표있음),N,37.54517597,127.0155148,Y,Y,N,2026-03-20
24549,서울특별시,성동구,성동구 옥수동 561-4 도,06-0000040583,일단(화살표없음),N,37.54532822,127.0155466,N,N,N,2026-03-20
24550,서울특별시,성동구,성동구 옥수동 561-4 도,06-0000043357,일단(화살표없음),N,37.54470657,127.0161762,N,N,N,2026-03-20
24551,서울특별시,성동구,성동구 옥수동 561-4 도,06-0000040576,일단(화살표없음),N,37.5459649,127.0147176,N,N,N,2026-03-20
24552,서울특별시,성동구,성동구 옥수동 561-4 도,06-0000044723,이단(화살표있음),N,37.54653844,127.0138052,Y,Y,N,2026-03-20
24553,서울특별시,성동구,성동구 옥수동 561-4 도,06-0000040588,일단(화살표없음),N,37.54497739,127.0159288,N,N,N,2026-03-20
24554,서울특별시,성동구,성동구 옥수동 561-4 도,06-0000040589,이단(화살표있음),N,37.54506931,127.0160739,Y,N,N,2026-03-20
24555,서울특별시,성동구,성동구 옥수동 561-4 도,06-0000040573,일단(화살표없음),N,37.54622821,127.0143837,N,N,N,2026-03-20
24556,서울특별시,성동구,성동구 옥수동 561-4 도,06-0000040572,이단(화살표있음),N,37.54623809,127.0141916,Y,Y,N,2026-03-20
24557,서울특별시,성동구,성동구 옥수동 561-4 도,06-0000040575,이단(화살표있음),N,37.54608743,127.0143861,Y,Y,N,2026-03-20
24558,서울특별시,성동구,성동구 옥수동 561-4 도,06-0000040584,일단(화살표없음),N,37.54519076,127.015369,N,N,N,2026-03-20
24559,서울특별시,성동구,성동구 옥수동 561-4 도,06-0000040577,이단(화살표있음),N,37.54537531,127.0153301,Y,Y,N,2026-03-20
24560,서울특별시,성동구,성동구 옥수동 562-2 도,06-0000040582,일단(화살표없음),N,37.54594532,127.0155939,N,N,N,2026-03-20
24561,서울특별시,성동구,성동구 옥수동 562-2 도,06-0000040578,일단(화살표없음),N,37.54548331,127.0154896,Y,Y,N,2026-03-20
24562,서울특별시,성동구,성동구 옥수동 65-2 도,06-0000019436,일단(화살표없음),N,37.5416814,127.0194296,N,N,N,2026-03-20
24563,서울특별시,성동구,성동구 옥수동 65-2 도,06-0000019437,이단(화살표있음),N,37.54138688,127.0176806,Y,Y,N,2026-03-20
24564,서울특별시,성동구,성동구 옥수동 65-2 도,06-0000036147,일단(화살표없음),N,37.54160993,127.0185682,Y,N,N,2026-03-20
24565,서울특별시,성동구,성동구 옥수동 산5-147도,06-0000043356,이단(화살표있음),N,37.54398543,127.015357,Y,N,N,2026-03-20
24566,서울특별시,성동구,성동구 옥수동 산5-148도,06-0000043355,일단(화살표없음),N,37.54367483,127.0143607,N,N,N,2026-03-20
24567,서울특별시,성동구,성동구 옥수동 산5-71도,06-0000031178,일단(화살표없음),N,37.54345598,127.013653,N,N,N,2026-03-20
24568,서울특별시,성동구,성동구 옥수동 산5-79도,06-0000011656,일단(화살표없음),N,37.54395927,127.0155152,N,N,N,2026-03-20
24569,서울특별시,성동구,성동구 용답동 121-1대,06-0000055809,일단(화살표없음),Y,37.56858378,127.0490793,N,N,N,2026-03-20
24570,서울특별시,성동구,성동구 용답동 125-1 도,06-0000031273,일단(화살표없음),N,37.56514594,127.0545466,N,N,N,2026-03-20
24571,서울특별시,성동구,성동구 용답동 125-1 도,06-0000010705,일단(화살표없음),N,37.56724667,127.0517861,N,N,N,2026-03-20
24572,서울특별시,성동구,성동구 용답동 125-1 도,06-0000014006,일단(화살표없음),N,37.56583104,127.0536372,N,N,N,2026-03-20
24573,서울특별시,성동구,성동구 용답동 125-1 도,06-0000014411,일단(화살표없음),N,37.56441123,127.0555647,N,N,N,2026-03-20
24574,서울특별시,성동구,성동구 용답동 125-10도,06-0000013710,일단(화살표없음),N,37.56889267,127.0495185,N,N,N,2026-03-20
24575,서울특별시,성동구,성동구 용답동 127도,06-0000040190,이단(화살표있음),N,37.56965182,127.048444,Y,Y,N,2026-03-20
24576,서울특별시,성동구,성동구 용답동 127도,06-0000014401,이단(화살표있음),N,37.56512662,127.0548361,Y,Y,N,2026-03-20
24577,서울특별시,성동구,성동구 용답동 127도,06-0000019564,이단(화살표없음),N,37.57178493,127.0443913,Y,Y,N,2026-03-20
24578,서울특별시,성동구,성동구 용답동 127도,06-0000014399,이단(화살표있음),N,37.56530885,127.0544723,Y,Y,N,2026-03-20
24579,서울특별시,성동구,성동구 용답동 129-1제,06-0000019563,이단(화살표있음),N,37.57169153,127.0443226,Y,Y,N,2026-03-20
24580,서울특별시,성동구,성동구 용답동 177도,06-0000052937,일단(화살표없음),N,37.57277696,127.0405902,N,N,N,2026-03-20
24581,서울특별시,성동구,성동구 용답동 178제,06-0000031509,일단(화살표없음),N,37.57281988,127.0386084,N,N,N,2026-03-20
24582,서울특별시,성동구,성동구 용답동 178제,06-0000038389,일단(화살표있음),N,37.57263261,127.0382077,N,N,N,2026-03-20
